time_hours,biomass_g_per_l,substrate_g_per_l,product_g_per_l,byproduct_g_per_l,do_percent
26.5,313.96173140135886,1.721161560959501e-08,144.62487093130946,0.007737277973975699,99.99999796823052
26.75,313.9617421203645,1.3412242190905798e-08,144.86034666466117,0.007546243908458885,99.999998417008
27.0,313.9617504924145,1.044482347973511e-08,145.09582143497647,0.007359926494275093,99.99999876741789
27.25,313.96175699011343,8.14189672703046e-09,145.331295436175,0.007178209269207519,99.99999903899554
27.5,313.9617619806907,6.373244900621121e-09,145.5667688189474,0.007000978662475364,99.99999924770417
27.75,313.96176587532534,4.9930620326653305e-09,145.8022417520178,0.006828123891140418,99.99999941066301
28.0,313.9617688567604,3.936583671355806e-09,146.03771431037137,0.0066595369235700206,99.99999953536174
28.25,313.9617712426988,3.091096022019823e-09,146.2731866243774,0.006495112378856964,99.99999963515775
28.5,313.96177311457353,2.4277806571548342e-09,146.508658727448,0.006334747494421066,99.99999971345332
28.75,313.9617746199642,1.8943083313561106e-09,146.74413068013902,0.006178342028798138,99.99999977641289
29.0,313.9617758224071,1.4681778574369327e-09,146.97960250852117,0.006025798231196164,99.99999982670744
29.25,313.9617767569554,1.1370104856284198e-09,147.21507422697442,0.005877020749438414,99.99999986579783
29.5,313.9617774852994,8.789246022437474e-10,147.45054586081383,0.00573191659994416,99.9999998962602
29.75,313.9617780350679,6.841494548953182e-10,147.68601742137577,0.00559039508113168,99.99999991924935
30.0,313.9617784447955,5.390138822149562e-10,147.92148892447312,0.005452367744218319,99.9999999363799
30.25,313.9617787647572,4.2567604663751785e-10,148.15696039073748,0.005317748311050139,99.99999994975713
30.5,313.9617790060082,3.402264086245569e-10,148.39243182470452,0.0051864526465910075,99.99999995984278
30.75,313.9617792077722,2.687431260640191e-10,148.62790324247015,0.005058398680354601,99.9999999682801
31.0,313.96177937187866,2.1059105954483388e-10,148.86337464478447,0.0049335063806712764,99.99999997514384
31.25,313.9617795064253,1.6290975064907374e-10,149.09884603496928,0.004811697679681222,99.99999998077166
31.5,313.96177961784684,1.2341892719307208e-10,149.33431741566525,0.004692896448902048,99.99999998543275
31.75,313.9617797005422,9.412043961690848e-11,149.56978878457292,0.004577028427974279,99.99999998889088
32.0,313.961779763153,7.194428792253094e-11,149.8052601452388,0.004464021201217063,99.99999999150833
32.25,313.96177980744886,5.62630051853862e-11,150.0407314983891,0.004353804130026123,99.99999999335924
32.5,313.9617798373914,4.567069501436837e-11,150.2762028456495,0.004246308330464673,99.99999999460947
32.75,313.96177986191975,3.698861020367657e-11,150.51167419068875,0.004141466608984313,99.99999999563421
33.0,313.96177988030473,3.047961078928353e-11,150.74714553320732,0.004039213441167419,99.99999999640247
33.25,313.96177989790306,2.4242249348648693e-11,150.98261687540344,0.003939484910503406,99.99999999713867
33.5,313.9617799138778,1.8576080785722043e-11,151.2180882169335,0.0038422186882474184,99.99999999780745
33.75,313.9617799270087,1.3919621658655195e-11,151.45355955729664,0.003747353975136113,99.99999999835708
34.0,313.9617799384284,9.869973261368788e-12,151.6890308969575,0.0036548314822319916,99.99999999883505
34.25,313.9617799458285,7.249422880811636e-12,151.9245022349687,0.003564593375502907,99.99999999914434
34.5,313.96177995071605,5.5216720371186675e-12,152.15997357194883,0.003476583257561503,99.99999999934828
34.75,313.9617799535694,4.481440321251182e-12,152.39544490809388,0.0033907461149800676,99.99999999947107
35.0,313.9617799540452,4.028762399830713e-12,152.63091624326069,0.0033070283009025456,99.99999999952449
35.25,313.9617799537125,3.4684082943492687e-12,152.8663875780916,0.0032253774849316207,99.99999999959064
35.5,313.9617799528776,2.9860540819699754e-12,153.10185891271462,0.003145742636601172,99.99999999964757
35.75,313.9617799525741,2.3527565024241588e-12,153.3373302475543,0.003068073977691999,99.9999999997223
36.0,313.9617799529473,1.6418376465351505e-12,153.57280158267176,0.0029923229665246988,99.99999999980622
36.25,313.9617799541145,1.10731299698031e-12,153.80827291811778,0.0029184422525931593,99.99999999986929
36.5,313.9617799561685,6.395318899483695e-13,154.0437442539307,0.002846385661623133,99.99999999992451
36.75,313.9617799585764,4.2475244141764787e-13,154.27921558989294,0.002776108152422872,99.99999999994988
37.0,313.9617799608172,3.630058316800555e-13,154.51468692578834,0.00270756580266294,99.99999999995713
37.25,313.9617799621276,3.5586703949013923e-13,154.75015826130144,0.0026407157678371616,99.999999999958
37.5,313.96177996278595,4.1796888908234163e-13,154.9856295965468,0.0025755162677330323,99.99999999995066
37.75,313.9617799627706,3.949768902286361e-13,155.2211009315135,0.0025119265473942764,99.99999999995339
38.0,313.9617799622664,3.4185701020274103e-13,155.4565722662782,0.002449906864253686,99.99999999995966
38.25,313.96177996192057,2.5070686683019267e-13,155.69204360110717,0.0023894184509966106,99.99999999997043
38.5,313.96177996166057,1.2877103403847762e-13,155.9275149359709,0.0023304235033238955,99.9999999999848
38.75,313.9617799618618,5.583068105351782e-14,156.16298627102492,0.0022728851446252524,99.9999999999934
39.0,313.96177996239203,7.001812608919686e-16,156.39845760621475,0.0022167674143387618,99.99999999999994
39.25,313.9617799630181,-6.350157796534818e-15,156.63392894144508,0.002162035234348108,100.00000000000074
39.5,313.96177996367027,1.7715865306935872e-14,156.86940027668672,0.0021086543979083904,99.99999999999791
39.75,313.9617799639489,3.6732092321893443e-14,157.10487161177477,0.002056591537683243,99.99999999999567
40.0,313.9617799640558,6.128899955263187e-14,157.3403429467924,0.0020058141152102704,99.99999999999275
40.25,313.96177996399365,6.004502345335075e-14,157.5758142817401,0.0019562903904969745,99.99999999999291
40.5,313.96177996377156,4.584690476307346e-14,157.81128561662166,0.0019079894120004879,99.9999999999946
40.75,313.9617799636393,2.7215743132205656e-14,158.04675695153998,0.0018608809877057612,99.9999999999968
41.0,313.9617799635518,2.4148708887128038e-15,158.2822282864765,0.00181493567559445,99.9999999999997
41.25,313.9617799636219,-8.120572602285416e-15,158.51769962147802,0.0017701247561334246,100.00000000000097
41.5,313.9617799637906,-1.252753278245814e-14,158.7531709565202,0.0017264202232084185,100.0000000000015
41.75,313.9617799639566,-8.520951181898913e-15,158.9886422915615,0.0016837947579544862,100.00000000000101
42.0,313.9617799641316,1.8118279550849734e-15,159.22411362660674,0.0016422217201315604,99.9999999999998
42.25,313.961779964197,7.547565277953256e-15,159.4595849616069,0.0016016751232314033,99.9999999999991
42.5,313.961779964207,1.2465464289856978e-14,159.6950562965843,0.0015621296262737095,99.99999999999852
42.75,313.96177996417913,1.1232335113910028e-14,159.93052763154603,0.0015235605101270838,99.99999999999865
43.0,313.96177996410836,6.345101104450598e-15,160.1659989664901,0.0014859436697053606,99.99999999999925
43.25,313.96177996407033,2.0172010608692083e-15,160.40147030144752,0.0014492555914433116,99.99999999999976
43.5,313.9617799640509,-3.0251494326694153e-15,160.63694163641247,0.001413473345873639,100.00000000000036
43.75,313.96177996407505,-4.271872412613056e-15,160.87241297139548,0.001378574566201169,100.0000000000005
44.0,313.96177996412524,-3.617962833445077e-15,161.10788430638917,0.0013445374412418521,100.00000000000043
44.25,313.96177996416617,-1.847747480789753e-15,161.34335564137916,0.0013113406950419472,100.00000000000021
44.5,313.9617799642085,1.0659180501742974e-15,161.57882697636973,0.001278963580161334,99.99999999999989
44.75,313.9617799642223,2.2684032425923186e-15,161.81429831134858,0.0012473858582867233,99.99999999999974
45.0,313.9617799642197,2.837349504169671e-15,162.04976964632075,0.0012165877938425333,99.99999999999967
45.25,313.96177996421017,2.17945315145957e-15,162.28524098129,0.0011865501355495956,99.99999999999973
45.5,313.9617799641914,6.638580252292149e-16,162.5207123162554,0.0011572541103476554,99.99999999999993
45.75,313.96177996418396,-3.0920766360103316e-16,162.75618365122548,0.0011286814058534508,100.00000000000003
46.0,313.9617799641824,-1.2204695468919996e-15,162.991654986198,0.001100814164579629,100.00000000000014
46.25,313.96177996419055,-1.2311317598312927e-15,163.22712632117452,0.0010736349672483515,100.00000000000014
46.5,313.9617799642047,-7.256753207594126e-16,163.46259765615346,0.0010471268272921504,100.00000000000009
46.75,313.961779964214,-1.9754378168302467e-16,163.69806899113038,0.001021273174981346,100.00000000000004
47.0,313.96177996422256,4.862256088322006e-16,163.93354032610716,0.0009960578521930957,99.99999999999994
47.25,313.96177996422466,6.706390016521386e-16,164.16901166108119,0.0009714650973129254,99.99999999999991
47.5,313.96177996422233,6.211689320773863e-16,164.4044829960534,0.0009474795402588976,99.99999999999991
47.75,313.9617799642203,4.3049088782167974e-16,164.63995433102576,0.0009240861878063104,99.99999999999996
48.0,313.96177996421955,2.6055475573542613e-16,164.87542566599862,0.0009012704187572902,99.99999999999997
